'AU','0200','ACT','Australian National University'
'AU','0221','ACT','Barton'
'AU','0800','NT','Darwin'
'AU','0801','NT','Darwin'
'AU','0804','NT','Parap'
'AU','0810','NT','Alawa'
'AU','0810','NT','Brinkin'
'AU','0810','NT','Casuarina'
'AU','0810','NT','Coconut Grove'
'AU','0810','NT','Jingili'
'AU','0810','NT','Lee Point'
'AU','0810','NT','Lyons'
'AU','0810','NT','Millner'
'AU','0810','NT','Moil'
'AU','0810','NT','Muirhead'
'AU','0810','NT','Nakara'
'AU','0810','NT','Nightcliff'
'AU','0810','NT','Rapid Creek'
'AU','0810','NT','Tiwi'
'AU','0810','NT','Wagaman'
'AU','0810','NT','Wanguri'
'AU','0811','NT','Casuarina'
'AU','0812','NT','Anula'
'AU','0812','NT','Buffalo Creek'
'AU','0812','NT','Holmes'
'AU','0812','NT','Karama'
'AU','0812','NT','Leanyer'
'AU','0812','NT','Malak'
'AU','0812','NT','Marrara'
'AU','0812','NT','Northlakes'
'AU','0812','NT','Sanderson'
'AU','0812','NT','Woodleigh Gardens'
'AU','0812','NT','Wulagi'
'AU','0813','NT','Sanderson'
'AU','0814','NT','Nightcliff'
'AU','0815','NT','Charles Darwin University'
'AU','0820','NT','Bagot'
'AU','0820','NT','Bayview'
'AU','0820','NT','Charles Darwin'
'AU','0820','NT','Coonawarra'
'AU','0820','NT','Cullen Bay'
'AU','0820','NT','Darwin Dc'
'AU','0820','NT','Darwin International Airport'
'AU','0820','NT','Darwin Mc'
'AU','0820','NT','East Point'
'AU','0820','NT','Eaton'
'AU','0820','NT','Fannie Bay'
'AU','0820','NT','Larrakeyah'
'AU','0820','NT','Ludmilla'
'AU','0820','NT','Parap'
'AU','0820','NT','Raaf Base Darwin'
'AU','0820','NT','Stuart Park'
'AU','0820','NT','The Gardens'
'AU','0820','NT','The Narrows'
'AU','0820','NT','Winnellie'
'AU','0820','NT','Woolner'
'AU','0821','NT','Winnellie'
'AU','0822','NT','Acacia Hills'
'AU','0822','NT','Angurugu'
'AU','0822','NT','Anindilyakwa'
'AU','0822','NT','Annie River'
'AU','0822','NT','Bathurst Island'
'AU','0822','NT','Bees Creek'
'AU','0822','NT','Belyuen'
'AU','0822','NT','Black Jungle'
'AU','0822','NT','Blackmore'
'AU','0822','NT','Border Store'
'AU','0822','NT','Burrundie'
'AU','0822','NT','Bynoe'
'AU','0822','NT','Bynoe Harbour'
'AU','0822','NT','Camp Creek'
'AU','0822','NT','Channel Island'
'AU','0822','NT','Charles Darwin'
'AU','0822','NT','Charlotte'
'AU','0822','NT','Claravale'
'AU','0822','NT','Cobourg'
'AU','0822','NT','Collett Creek'
'AU','0822','NT','Coomalie Creek'
'AU','0822','NT','Cox Peninsula'
'AU','0822','NT','Croker Island'
'AU','0822','NT','Daly'
'AU','0822','NT','Daly River'
'AU','0822','NT','Darwin Mc'
'AU','0822','NT','Darwin River Dam'
'AU','0822','NT','Delissaville'
'AU','0822','NT','Douglas\-Daly'
'AU','0822','NT','East Arm'
'AU','0822','NT','East Arnhem'
'AU','0822','NT','Elrundie'
'AU','0822','NT','Eva Valley'
'AU','0822','NT','Finniss Valley'
'AU','0822','NT','Fleming'
'AU','0822','NT','Fly Creek'
'AU','0822','NT','Freds Pass'
'AU','0822','NT','Galiwinku'
'AU','0822','NT','Glyde Point'
'AU','0822','NT','Goulburn Island'
'AU','0822','NT','Gunbalanya'
'AU','0822','NT','Gunn Point'
'AU','0822','NT','Hayes Creek'
'AU','0822','NT','Hidden Valley'
'AU','0822','NT','Hotham'
'AU','0822','NT','Hughes'
'AU','0822','NT','Kakadu'
'AU','0822','NT','Koolpinyah'
'AU','0822','NT','Lake Bennett'
'AU','0822','NT','Lambells Lagoon'
'AU','0822','NT','Litchfield Park'
'AU','0822','NT','Livingstone'
'AU','0822','NT','Lloyd Creek'
'AU','0822','NT','Mandorah'
